SA2_MAINCODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
210051249,100,29,0,3,132,3,0,3,142,10,7,155,130,30,4,0,161,14,0,14,174,16,0,188,29,3,4,0,32,0,0,0,32,0,0,38,5,3,0,7,16,0,0,0,16,0,0,15,268,62,8,6,342,17,0,17,358,27,7,392,10,3,0,0,9,4,0,4,17,0,0,15,7,3,0,0,10,4,0,4,16,0,0,11,12,3,0,0,21,11,0,11,25,0,0,28,283,65,8,6,359,28,0,28,390,31,4,419,403,175,15,32,629,35,13,47,679,267,11,954,3,0,0,4,4,0,0,0,4,3,5,17,688,236,22,50,994,64,13,81,1075,294,22,1390,154,42,0,0,190,9,0,11,196,26,0,221,207,47,3,3,266,9,0,6,269,21,0,298,10,0,0,0,14,0,0,0,14,0,0,14,5,3,0,10,16,0,0,0,16,7,0,21,375,87,5,9,482,13,3,13
210051250,36,7,0,0,42,0,0,0,44,0,0,44,67,7,0,0,78,0,0,0,75,5,0,81,21,0,3,0,27,0,0,0,27,0,0,27,3,0,0,0,3,0,0,0,3,0,0,3,133,15,3,0,152,0,3,0,153,7,0,156,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,9,0,0,0,9,0,0,0,9,0,0,9,142,15,3,0,158,0,3,0,162,7,0,163,86,21,0,3,112,0,0,0,114,13,0,129,0,0,0,0,0,0,0,0,0,0,0,0,228,32,7,3,269,3,0,5,274,19,0,292,25,3,0,0,33,3,0,3,35,9,0,43,49,6,0,0,57,0,0,0,56,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,5,0,0,5,77,11,0,3,92,4,0,4
210051441,42,12,0,0,54,3,0,3,61,4,0,60,92,18,0,0,109,0,0,0,113,3,0,117,10,4,0,0,12,0,0,0,12,0,0,11,3,0,0,0,4,0,0,0,4,0,0,4,152,30,0,4,184,5,0,5,186,9,0,198,12,0,0,0,11,0,0,0,10,0,0,15,7,6,0,0,8,3,0,3,12,0,0,12,13,9,0,0,21,3,0,3,25,0,0,25,170,36,0,4,206,9,0,9,211,12,0,220,178,40,0,7,228,10,0,9,233,43,0,281,0,0,0,0,0,0,0,0,0,0,8,12,347,72,0,6,434,16,0,19,449,56,8,517,72,8,0,0,81,5,0,5,89,3,0,90,110,20,0,0,132,3,0,3,132,5,0,140,3,3,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,192,27,3,0,226,8,0,8
210051442,127,26,0,0,156,7,0,12,164,7,0,176,226,26,0,0,255,5,0,5,265,10,0,267,60,4,0,7,74,0,0,0,74,0,0,72,7,0,0,0,15,0,0,0,15,0,0,12,428,61,3,10,497,13,0,16,514,21,0,533,15,3,0,0,20,0,0,0,20,0,0,20,14,3,0,0,20,0,0,0,20,0,0,23,32,3,0,0,40,0,0,0,40,0,0,43,460,65,3,9,539,13,0,16,554,21,0,574,313,77,4,11,405,13,0,18,422,49,3,472,0,0,0,4,7,0,0,0,7,0,3,11,773,142,11,25,953,25,3,31,982,65,7,1057,177,26,0,4,208,4,6,7,223,13,0,233,213,23,3,0,236,7,0,9,247,15,0,261,15,0,0,0,17,0,0,0,17,0,0,17,4,0,0,3,10,0,0,0,10,3,0,9,413,47,8,6,475,16,10,23
210051443,144,31,0,3,179,6,4,10,185,12,0,195,203,53,0,3,260,0,0,0,265,6,0,269,50,6,4,0,61,0,0,0,61,0,0,60,3,4,0,3,8,0,0,0,8,0,0,8,396,97,5,8,510,4,3,8,521,17,0,538,20,7,0,0,32,0,0,0,33,6,0,39,29,8,0,0,32,0,0,0,35,0,0,35,51,10,0,0,60,4,0,4,63,6,0,67,447,103,12,8,570,10,3,9,582,26,0,603,309,86,9,16,424,26,3,29,452,107,0,554,3,0,0,11,11,0,0,0,11,0,6,14,759,195,16,36,1003,32,8,37,1048,129,5,1176,182,25,0,3,208,13,4,16,222,9,0,229,227,55,0,3,280,6,0,13,289,5,0,297,10,0,0,0,16,0,0,0,16,0,0,14,4,0,0,0,4,0,0,0,4,0,0,6,418,78,3,6,506,17,5,22
210051444,214,26,3,0,248,6,0,6,250,12,0,266,316,55,5,3,382,13,0,11,394,14,0,407,90,14,8,0,118,0,0,0,118,0,0,118,3,0,0,11,13,0,0,0,13,0,0,13,627,93,22,18,757,19,0,18,777,22,0,799,30,3,0,0,32,5,0,5,38,0,0,36,28,0,0,0,31,0,0,0,33,0,0,33,54,7,0,0,64,6,0,6,69,0,0,69,683,98,22,18,818,27,0,23,844,20,0,867,450,89,11,17,568,25,11,28,602,110,0,708,3,0,0,0,5,0,0,0,5,0,4,11,1133,191,29,42,1389,45,9,56,1447,133,9,1591,199,27,0,0,228,5,3,8,239,17,0,249,191,36,0,9,235,12,3,17,249,16,0,265,10,3,0,0,12,0,0,0,12,0,0,18,3,0,0,9,11,0,0,0,11,0,0,13,404,68,6,15,488,19,6,25
210051445,38,3,0,0,36,0,0,0,37,3,0,39,58,3,0,0,64,4,3,7,68,3,0,68,7,3,5,0,17,0,0,0,17,0,0,17,0,0,0,3,3,0,0,0,3,0,0,0,102,10,8,3,119,4,3,8,126,5,0,130,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,6,3,0,0,0,3,3,0,3,7,0,0,7,105,8,8,3,122,3,3,10,134,5,0,139,86,14,0,0,104,0,0,0,104,11,0,117,0,3,0,0,3,0,0,0,3,0,0,3,193,22,10,3,227,3,3,10,236,20,0,255,42,4,0,0,47,0,0,0,47,0,0,49,39,12,0,0,45,5,0,5,54,0,0,55,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,79,16,0,3,99,5,0,5
211011251,74,8,3,0,80,4,0,4,80,4,0,90,196,23,0,4,228,0,0,0,232,5,0,236,53,6,4,0,64,3,0,4,71,0,0,67,3,0,0,0,4,0,0,0,4,0,0,3,323,37,6,6,373,9,0,6,387,9,0,396,3,0,0,0,3,0,0,0,3,4,0,8,5,7,0,0,6,0,0,0,6,0,0,6,7,7,0,0,15,0,0,0,15,4,0,17,333,45,6,6,393,9,0,6,398,12,0,409,192,27,5,0,223,5,0,7,235,11,0,241,0,0,0,0,0,0,0,0,0,0,0,0,525,65,12,10,610,14,5,17,629,26,0,657,72,15,0,3,85,3,0,3,92,10,0,101,166,21,0,0,190,0,0,0,187,5,0,193,5,3,5,0,11,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,247,39,5,3,292,3,3,5
211011254,109,12,6,0,130,7,0,6,135,8,0,137,232,23,0,0,258,0,0,0,260,8,0,265,61,3,0,0,68,0,0,0,68,0,0,70,3,0,0,0,8,0,0,0,8,0,0,8,409,38,8,3,457,8,0,4,463,12,0,478,4,3,0,0,7,0,0,0,7,0,0,7,12,0,0,0,12,0,0,0,12,0,0,12,14,3,0,0,15,0,0,0,15,0,0,15,422,40,8,3,478,8,0,4,485,12,0,496,236,25,9,0,276,9,0,9,282,6,0,296,0,0,0,0,0,0,0,0,0,0,0,3,660,65,18,6,753,14,0,17,767,22,0,795,156,14,0,3,172,3,0,3,174,13,0,182,260,29,3,0,294,6,3,4,302,11,3,314,11,0,0,0,15,0,0,0,15,0,0,15,8,0,0,0,10,0,0,0,10,0,0,10,433,46,3,4,486,10,3,8
211011255,23,3,0,0,25,0,0,0,27,0,0,27,98,9,0,0,105,0,0,0,106,0,0,106,14,0,5,0,20,0,0,0,20,0,0,20,3,0,0,0,3,0,0,0,3,0,0,3,135,12,5,0,152,0,0,3,155,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,137,12,5,0,158,0,0,3,154,0,0,154,82,5,3,0,88,3,0,3,95,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,223,20,9,0,245,3,0,3,254,0,0,255,63,6,0,0,64,0,0,0,71,0,0,69,170,11,0,3,183,0,0,0,183,0,0,183,7,0,4,0,10,0,0,0,10,0,0,10,3,0,0,0,3,0,0,0,3,0,0,3,237,16,5,0,259,0,0,0
211011256,110,14,0,3,121,3,0,7,130,10,0,136,210,26,0,0,235,5,0,5,239,3,0,245,67,6,5,0,80,0,0,0,80,3,0,78,9,0,0,0,12,0,0,0,12,3,0,15,396,41,10,0,447,15,0,11,456,19,0,478,3,0,0,0,3,0,0,0,3,0,0,3,11,0,0,0,11,0,0,0,17,0,0,17,16,0,0,0,14,0,0,3,20,0,0,20,410,41,10,0,461,11,3,14,477,19,0,495,193,23,6,3,224,3,0,5,224,17,0,246,4,0,0,0,4,0,0,0,4,0,0,5,607,65,13,8,687,15,5,22,708,29,3,741,136,8,0,3,146,6,0,7,154,4,0,159,283,38,0,0,318,11,0,11,328,11,0,341,10,0,4,0,14,0,0,0,14,0,0,14,3,0,0,3,3,0,0,0,3,0,0,9,428,47,4,3,487,16,0,17
211011257,72,6,0,0,75,0,0,0,77,5,0,81,128,8,0,3,144,3,0,3,143,3,0,149,43,0,0,0,51,0,0,0,51,0,0,50,0,0,0,0,3,0,0,0,3,0,0,5,245,14,0,4,268,4,0,4,270,6,0,275,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,4,0,4,17,0,0,17,13,0,0,0,15,4,0,4,20,0,0,20,257,15,0,4,285,6,0,6,292,6,0,297,100,6,7,0,112,0,5,5,122,6,0,129,0,0,0,0,0,0,0,0,0,0,0,0,356,29,4,5,395,7,5,9,412,11,0,422,112,13,0,0,122,3,0,3,127,4,0,132,211,7,3,0,226,0,0,0,226,4,0,231,11,0,4,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,335,25,7,0,365,3,0,3
211011258,81,4,0,0,88,5,0,5,91,3,0,100,153,21,0,0,177,0,0,0,179,3,0,180,37,0,7,0,47,0,0,0,47,0,0,45,3,0,0,0,3,0,0,0,3,0,0,3,272,31,6,3,309,6,0,6,316,9,0,329,5,0,0,0,5,0,0,0,5,0,0,7,8,0,0,0,8,0,0,0,8,0,0,8,14,0,0,0,14,0,0,0,13,0,0,16,286,31,6,3,322,8,0,8,335,9,0,346,117,12,0,0,133,5,0,5,134,9,0,138,0,0,0,0,0,0,0,0,0,0,0,0,402,42,6,6,454,14,0,14,467,19,0,487,101,8,0,0,106,4,0,4,114,11,0,119,223,28,0,4,251,0,0,0,248,3,0,254,5,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,333,32,3,8,366,3,0,5
211011259,84,12,0,0,90,0,0,3,96,4,0,101,206,20,3,3,224,3,3,6,233,3,0,231,32,4,4,0,42,0,0,0,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,6,322,35,7,3,363,7,4,8,369,9,0,375,0,0,0,0,0,0,0,0,3,3,0,3,16,3,0,0,20,0,0,0,17,0,0,17,14,3,0,0,21,3,0,3,18,3,0,22,333,31,7,3,377,10,4,11,391,10,0,395,162,28,3,3,195,7,4,15,207,9,0,218,0,0,0,0,0,0,0,0,0,0,0,3,501,59,11,4,577,13,7,22,598,21,3,621,107,11,0,3,122,5,0,4,132,11,0,139,262,28,0,5,293,4,0,3,296,4,0,307,10,3,0,0,12,0,0,0,12,0,0,16,3,0,0,5,7,0,0,0,7,0,0,12,380,46,0,9,442,6,3,11
211011260,83,12,0,0,100,5,0,5,107,3,0,107,184,23,3,0,218,0,0,0,216,6,3,224,44,5,3,0,50,0,0,0,50,0,0,57,3,0,0,0,3,0,0,0,3,0,0,3,321,42,6,0,374,4,0,10,380,11,3,395,9,0,0,0,9,0,0,0,11,0,0,11,12,0,0,0,12,0,0,0,12,0,0,14,20,0,0,0,20,0,0,0,22,0,0,20,339,42,6,0,389,12,0,14,401,12,3,414,181,30,3,0,215,9,0,12,227,18,0,245,0,0,0,0,0,0,0,0,0,0,0,0,522,71,11,3,605,19,3,17,625,29,3,662,114,21,0,0,137,3,0,3,140,11,0,150,259,13,0,0,278,7,0,6,283,6,0,284,0,3,3,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,5,375,42,4,0,426,9,0,11
211011446,126,14,3,0,144,5,0,4,144,17,0,160,348,33,0,3,389,3,0,5,396,11,0,410,101,13,9,0,119,0,0,0,122,3,0,126,4,0,0,7,13,0,0,0,13,0,0,9,577,60,18,10,666,13,0,12,676,29,0,709,7,0,0,3,11,0,0,0,11,0,0,11,19,0,0,0,25,0,0,0,22,3,0,23,27,0,0,3,27,3,0,3,34,3,0,33,609,60,18,16,697,16,0,14,709,29,0,745,340,55,5,11,405,8,0,8,412,24,0,437,0,0,0,0,3,0,0,0,3,0,4,5,947,116,19,27,1102,20,3,24,1126,52,3,1189,141,16,5,0,160,3,5,8,165,14,0,182,347,39,6,0,388,3,0,3,392,18,0,418,15,3,4,0,26,0,0,0,26,0,0,28,3,0,0,3,5,0,0,0,5,3,0,7,502,59,16,3,577,8,4,15
211011447,79,9,0,0,93,4,0,7,97,12,0,106,238,22,3,0,271,3,0,3,268,6,0,276,68,10,3,3,78,0,0,0,82,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,388,38,8,3,439,7,0,4,451,18,0,465,10,0,0,0,10,0,0,0,8,0,0,6,13,4,0,0,15,0,0,0,15,0,0,21,19,4,0,0,23,0,0,0,23,0,0,29,411,41,8,3,465,8,0,6,472,24,0,500,184,17,7,0,211,0,0,0,215,5,0,216,0,0,0,0,0,0,0,0,0,0,0,3,597,51,20,6,680,7,0,6,688,23,3,717,87,17,3,6,112,0,0,0,111,6,0,116,242,20,5,3,265,0,0,0,270,14,0,277,12,0,0,0,10,0,0,0,10,0,0,10,0,0,0,3,3,0,0,0,3,0,0,3,339,36,7,10,389,3,0,3
211011448,64,11,0,0,80,0,0,0,86,9,0,94,273,23,7,3,301,3,0,6,308,9,0,316,82,5,3,0,91,0,0,0,91,0,0,91,4,0,0,0,4,0,0,0,4,0,0,3,422,38,13,4,478,6,0,8,482,15,0,500,3,0,0,0,9,0,0,0,6,0,0,6,4,4,0,0,6,0,0,0,6,0,0,6,14,3,0,0,15,0,0,0,18,0,0,18,433,43,13,5,493,4,0,5,498,15,0,518,177,14,7,9,205,7,0,12,214,13,0,230,0,0,0,0,0,0,0,0,0,0,0,0,611,59,11,8,695,19,5,16,711,35,5,751,108,12,3,0,125,8,0,10,136,16,0,144,305,27,4,0,337,0,0,0,338,12,0,346,9,3,0,0,11,0,0,0,11,0,0,11,3,0,0,0,3,0,0,0,3,0,0,3,430,36,8,6,477,9,0,12
211011449,23,11,0,0,37,0,0,0,37,0,0,39,89,5,0,0,101,3,0,3,98,3,0,101,27,4,0,0,35,0,0,0,35,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,145,20,3,0,169,3,0,3,166,6,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,20,3,0,169,3,0,3,166,6,0,176,45,11,0,3,58,3,0,6,66,4,0,68,0,0,0,0,0,0,0,0,0,0,0,0,194,28,3,3,223,7,0,5,229,11,0,242,30,3,0,0,35,0,0,0,38,3,0,38,102,15,4,0,121,0,0,0,127,5,0,128,6,0,0,0,7,0,0,0,7,0,0,9,4,3,0,0,7,0,0,0,7,0,0,7,143,17,11,0,171,3,0,3
211021261,73,11,0,0,80,0,0,0,79,0,0,84,219,30,0,3,254,4,0,4,262,4,0,263,50,9,6,0,68,0,0,0,68,6,0,74,3,0,0,0,5,0,0,0,5,0,0,5,345,48,6,7,405,9,0,10,413,10,0,420,8,0,0,0,8,0,0,0,6,0,0,6,9,0,0,0,9,0,0,0,9,0,0,9,12,0,0,0,12,0,0,0,17,0,0,17,361,48,6,7,418,6,0,9,428,10,0,442,166,12,3,5,189,5,0,10,197,5,0,205,0,0,0,0,0,0,0,0,0,0,0,0,528,65,7,8,607,19,0,20,627,18,4,645,142,18,3,0,161,0,0,0,161,12,3,175,335,31,0,3,367,3,0,3,375,3,0,376,6,3,0,0,13,0,0,0,13,0,0,13,3,0,0,3,7,0,0,0,7,0,0,7,482,53,3,5,547,4,0,4
211021262,40,6,0,0,51,0,0,0,50,0,0,52,125,6,0,0,131,0,0,0,131,3,0,137,21,3,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,185,20,3,3,209,0,0,0,208,3,0,215,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,190,20,3,3,211,0,0,0,214,3,0,218,78,7,0,5,92,0,0,0,92,4,0,95,0,0,0,0,0,0,0,0,0,0,3,3,269,25,3,4,300,0,0,0,307,6,3,314,86,7,0,0,96,0,3,3,100,4,0,104,250,17,0,0,268,0,0,0,265,5,0,273,7,0,0,0,10,0,0,0,10,0,0,10,4,0,0,8,11,0,0,0,11,0,0,11,346,26,0,3,380,0,3,6
211031263,74,13,0,0,86,0,0,4,87,3,0,96,229,27,3,0,266,0,0,0,272,0,0,272,72,0,3,0,77,0,0,0,77,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,377,45,9,3,435,0,0,3,435,4,0,444,0,0,0,0,0,0,0,0,3,0,0,3,14,0,0,0,14,3,0,3,13,0,0,13,14,0,0,0,14,3,0,3,16,0,0,16,390,45,9,3,450,4,0,4,454,4,0,460,170,15,9,0,194,4,0,4,194,9,0,209,0,0,0,0,0,0,0,0,0,0,0,0,560,64,20,4,645,11,0,14,653,12,0,668,70,9,0,0,86,3,0,3,88,6,0,97,241,22,4,3,267,0,0,0,267,9,0,276,14,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,324,33,4,3,366,3,0,3
211031265,72,19,0,0,95,5,3,5,99,0,0,106,365,25,8,5,405,5,0,5,408,3,0,411,84,9,5,0,95,0,0,0,96,0,0,96,3,0,0,0,3,0,0,0,3,0,0,8,526,52,16,4,601,7,3,8,609,3,0,619,6,0,0,0,6,4,0,4,3,0,0,3,13,3,0,0,18,0,0,0,18,0,0,18,17,3,0,0,19,4,0,4,23,0,0,23,540,53,16,4,618,8,3,13,630,3,0,638,203,12,8,0,224,3,0,3,226,3,0,225,4,0,0,3,3,0,0,0,3,0,0,3,753,65,18,7,849,12,3,14,863,7,0,875,157,20,0,4,178,0,0,0,180,6,0,184,486,32,8,3,531,3,3,8,532,6,3,542,16,0,0,0,14,3,0,3,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,656,49,5,8,724,8,3,8
211031266,92,14,0,0,104,5,0,5,113,4,0,115,307,33,0,0,340,4,3,11,346,9,0,355,81,4,8,0,91,0,0,0,91,0,0,91,7,0,0,3,6,0,0,0,6,0,0,10,480,50,5,7,547,10,3,13,561,16,0,571,12,0,0,0,12,3,0,3,18,0,0,18,16,3,0,0,21,0,0,3,25,0,0,25,31,3,0,0,34,4,0,10,44,0,0,47,503,56,11,9,579,20,8,23,602,11,0,612,250,47,4,3,302,19,0,25,323,48,0,376,3,0,0,3,5,0,0,0,5,0,0,8,756,97,11,12,889,36,5,42,929,66,4,996,100,16,3,0,127,8,0,8,129,11,0,142,307,27,5,9,342,5,0,5,343,3,0,348,8,4,3,0,11,0,0,0,11,0,0,11,3,0,0,0,7,0,0,0,5,0,0,5,417,43,8,6,482,9,0,14
211031267,133,19,0,0,159,3,0,3,160,8,0,162,400,29,3,0,439,0,0,4,445,6,0,452,119,13,8,0,140,0,0,0,137,4,0,142,3,0,0,0,3,0,0,0,3,0,0,3,657,70,17,5,741,3,0,3,746,12,0,762,10,0,0,0,10,0,0,0,12,0,0,12,17,4,0,0,16,0,0,0,16,0,0,16,25,4,0,0,26,0,0,0,26,0,0,29,675,73,17,5,767,8,0,7,774,17,0,791,315,43,6,13,380,10,0,10,387,32,0,419,3,0,0,0,3,0,0,0,3,0,0,3,996,112,21,16,1147,16,3,18,1161,48,0,1208,164,19,0,0,187,5,0,5,192,3,0,196,435,29,4,0,471,3,0,5,473,11,0,488,17,5,0,0,23,0,0,0,23,0,0,23,0,0,0,0,4,0,0,0,4,0,0,4,614,58,10,4,687,3,0,6
