SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC21688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21690,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,8,0,0,0,35
SSC21691,0,0,0,0,0,3,4,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,0,22,3,7,27,23,50,80,36,14,6,242
SSC21692,0,0,3,3,3,11,35,31,18,108,0,0,0,0,0,0,0,6,0,6,10,11,26,20,14,35,37,21,6,176,45,101,202,239,282,324,296,146,55,1696
SSC21693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,20
SSC21694,11,4,16,17,36,57,100,134,83,474,0,0,30,12,17,45,18,31,14,154,21,38,101,86,91,75,97,87,42,649,305,890,2541,2540,2176,1697,1342,847,299,12629
SSC21695,0,0,3,4,0,3,8,7,4,37,0,0,0,0,0,0,0,0,0,0,0,0,7,12,6,9,8,4,4,47,25,82,142,113,118,92,60,35,11,668
SSC21696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,9,11,11,13,6,0,0,44
SSC21697,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,4,4,14,11,19,20,16,3,0,88
SSC21698,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,8,11,9,3,0,51
SSC21699,0,0,0,0,0,0,8,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,3,0,10,16,19,29,38,3,8,133
SSC21700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,9
SSC21701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,3,0,3,24
SSC21702,0,0,0,0,0,3,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,13,0,12,14,19,34,21,11,8,0,117
SSC21703,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,13,8,13,16,29,40,57,30,9,0,210
SSC21704,9,20,29,38,68,116,182,157,65,685,0,0,6,9,8,7,10,12,7,59,41,62,106,89,126,136,178,125,52,919,243,601,1010,912,1138,1314,1118,624,216,7173
SSC21705,0,0,0,0,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,5,3,9,14,10,5,4,3,44,17,35,36,65,101,81,48,23,7,409
SSC21706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,3,9,11,16,13,14,7,0,76
SSC21707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,5,7,3,4,0,23
SSC21708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7
SSC21709,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,4,4,19,14,13,3,6,66
SSC21710,0,0,0,3,0,0,4,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,4,5,10,12,22,10,3,72
SSC21711,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,10,7,0,33
SSC21712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,9,0,3,0,23,3,3,3,9,17,22,15,10,0,75
SSC21713,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,11,3,0,0,22
SSC21714,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,3,10,14,18,24,21,10,0,99
SSC21715,0,0,0,4,6,9,29,20,22,101,0,0,0,0,4,0,0,3,0,8,7,9,17,20,26,27,32,8,12,157,88,172,344,492,524,481,389,134,67,2692
SSC21716,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,3,0,18,4,14,21,34,39,16,26,4,4,162
SSC21717,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,3,14,8,0,0,39
SSC21718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,3,0,3,7,18,10,7,3,3,54
SSC21720,0,0,0,3,3,4,9,20,15,65,0,0,0,6,3,5,3,9,0,26,8,17,24,20,13,20,23,9,11,145,127,370,549,603,718,650,433,219,120,3791
SSC21721,3,0,6,3,13,15,26,34,21,107,0,0,3,6,6,5,0,3,6,30,12,8,17,24,25,21,33,31,29,196,135,294,534,741,804,692,524,303,176,4204
SSC21722,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,4,11,7,0,47
SSC21723,3,3,4,4,8,18,63,66,45,207,0,0,0,0,3,3,0,0,0,14,16,16,42,49,57,52,58,36,18,346,169,418,1070,1395,1210,1190,943,383,132,6910
SSC21724,4,3,9,6,8,21,44,46,45,196,0,0,0,0,0,0,0,3,0,13,10,10,29,54,46,52,50,63,102,420,152,410,774,874,911,850,673,348,244,5236
SSC21725,3,0,0,3,9,11,21,41,13,95,0,0,4,0,0,0,0,3,3,17,4,9,7,8,7,24,26,17,6,108,32,67,107,128,174,204,254,144,35,1154
SSC21726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,0,13
SSC21727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,4,3,3,0,31
SSC21728,0,0,0,0,3,0,8,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,7,3,6,3,14,28,42,40,15,3,152
SSC21729,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,10,3,0,35
SSC21730,0,0,3,11,17,46,154,253,134,619,0,3,6,3,3,14,30,48,28,135,24,48,158,126,94,121,103,107,109,891,278,1053,2471,2143,1928,1566,1024,687,397,11549
SSC21731,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,9,13,19,17,3,0,70
SSC21732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,5,11,16,18,9,3,0,73
SSC21733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,16
SSC21734,0,0,3,7,14,25,54,69,44,210,0,0,3,3,9,15,13,8,8,58,13,34,59,67,55,48,53,51,23,398,126,375,807,930,789,633,485,364,178,4685
SSC21735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21736,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,11,17,8,11,3,0,65
SSC21737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,3,4,12,12,16,8,0,0,61
SSC21738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,8,0,0,0,19
SSC21739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,11,0,0,3,0,9,0,3,9,0,32
SSC21740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SSC21741,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,10,4,0,3,15,17,10,20,7,0,75
SSC21742,0,0,0,0,0,0,8,8,4,22,0,0,0,0,0,0,0,0,0,0,13,9,10,15,25,23,6,6,3,106,35,76,82,134,178,187,113,54,13,879
SSC21743,10,24,61,66,53,75,183,129,60,671,0,4,31,28,42,22,18,6,6,163,49,57,130,109,133,112,149,159,94,990,590,1484,3332,2910,2857,2527,1890,847,299,16743
SSC21744,12,10,26,30,43,70,172,140,73,578,0,3,4,6,7,8,14,9,3,51,40,29,79,59,108,142,161,99,35,753,227,457,912,945,959,1078,945,508,188,6214
SSC21745,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,9,8,21,14,20,10,10,5,96
SSC21746,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,13,6,5,18,0,0,57
SSC21747,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,14,3,13,15,10,41,23,28,4,0,138
SSC21748,0,3,5,15,20,31,64,63,60,263,0,0,3,3,0,6,3,13,10,33,10,24,77,73,65,41,53,65,79,494,140,401,1109,1403,1225,880,566,333,249,6316
SSC21749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,4,0,0,21
SSC21750,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,4,0,7,11,0,3,0,0,23,18,41,64,134,118,102,43,26,3,545
SSC21751,5,12,27,30,37,86,246,292,203,943,3,3,4,3,12,8,5,20,3,65,58,52,106,158,170,204,323,309,197,1584,466,999,2159,2890,3039,2959,3536,2314,998,19369
SSC21752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21753,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,8,3,0,0,21,4,0,7,14,24,35,6,0,0,98
SSC21754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SSC21755,0,0,3,4,5,10,19,35,26,95,0,0,0,0,0,0,3,0,0,5,3,4,3,8,16,14,26,23,19,114,27,67,100,134,161,201,196,133,63,1077
SSC21756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5
SSC21757,7,32,49,57,78,161,270,274,146,1074,0,0,12,15,20,13,16,23,11,109,77,96,211,163,235,237,203,203,66,1491,395,909,1665,1428,1772,1877,1536,995,448,11025
SSC21758,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,11,21,22,32,8,3,0,108
SSC21759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,0,0,20
SSC21760,0,0,0,0,0,9,16,10,13,46,0,0,0,0,0,0,0,0,0,0,0,3,8,10,11,5,15,5,3,54,10,18,64,105,96,129,129,63,27,648
SSC21761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9
SSC21762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,16
SSC21763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,10,6,3,0,23
SSC21764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,12,3,0,0,3,10,8,4,0,0,39
SSC21765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21766,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,7,18,14,8,10,4,0,0,67,6,34,73,49,25,17,10,3,0,214
SSC21767,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,3,0,4,8,3,3,0,3,0,21,5,6,18,29,26,19,8,8,3,126
SSC21768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,11,10,9,9,3,0,38
SSC21769,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,11,5,0,4,16,21,23,18,3,0,86
SSC21770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SSC21771,0,3,9,6,11,9,28,24,16,102,0,0,0,0,0,0,0,0,0,0,11,20,31,27,26,28,40,18,10,204,92,374,493,414,344,377,314,129,50,2580
SSC21772,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,21
SSC21773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
SSC21774,0,0,0,0,0,19,21,10,0,51,0,0,0,0,0,0,6,0,0,9,4,5,10,8,19,28,13,9,0,105,17,25,57,73,94,98,83,25,7,483
SSC21775,0,0,0,0,0,3,4,0,6,17,0,0,0,0,0,0,0,0,0,0,5,3,11,10,0,3,13,13,4,65,29,53,120,145,186,194,170,58,29,986
SSC21776,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,3,0,17,0,4,8,18,15,21,16,13,0,94
SSC21777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SSC21778,0,3,0,3,0,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,5,4,22,11,11,13,12,3,0,76,47,141,268,224,209,152,126,23,4,1193
SSC21779,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,3,10,20,30,12,3,5,81
SSC21780,0,0,0,0,4,5,6,3,0,23,0,0,0,0,0,0,0,0,0,0,3,5,4,6,12,13,11,0,0,62,10,39,50,82,118,84,59,16,0,451
SSC21781,7,3,9,15,7,22,60,70,45,227,0,0,3,4,3,0,4,3,5,22,38,35,40,87,131,119,137,118,96,800,372,786,937,2232,2880,2312,2056,1129,443,13161
SSC21782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,3,3,0,0,13
SSC21783,8,3,9,10,16,35,59,50,31,227,0,0,3,0,11,0,0,0,0,25,32,37,71,56,74,58,67,31,10,443,293,611,1262,1310,1445,1167,799,314,90,7291
SSC21784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,9,15,13,23,5,0,0,60
SSC21785,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,9,15,11,24,8,5,0,64
SSC21786,0,0,0,3,3,10,15,16,3,52,0,0,0,0,0,0,0,0,0,4,13,21,25,17,17,41,26,8,5,166,188,453,279,359,346,365,226,92,26,2320
SSC21787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,11
SSC21788,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,3,3,5,11,3,0,38
SSC21789,0,0,0,0,0,4,4,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,15,11,3,0,59,27,44,94,162,226,220,186,63,10,1027
SSC21790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5
SSC21791,3,9,3,16,22,23,101,103,82,354,0,0,4,4,0,0,6,4,3,28,44,43,68,111,130,114,144,148,127,920,446,740,1226,2532,2891,2166,2072,1175,535,13779
SSC21792,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,7,9,8,3,0,46
SSC21793,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,7,12,21,23,35,35,35,14,0,182
SSC21794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7
SSC21795,0,8,3,3,7,17,19,24,10,94,0,0,3,0,0,0,0,0,0,5,7,16,28,26,15,29,28,6,5,160,62,304,342,270,257,236,167,86,31,1749
SSC21796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,4,17,0,0,33
SSC21797,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,8,6,3,10,0,0,36
SSC21798,0,0,0,0,0,0,4,5,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,14,11,15,17,30,51,40,48,33,3,235
SSC21799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21801,0,0,3,0,0,0,10,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,4,0,0,21,6,9,29,27,48,54,43,10,4,218
SSC21802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,4,4,0,3,0,21,4,5,4,25,22,17,18,3,0,102
SSC21803,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,22,0,5,19,16,21,21,14,0,0,96
SSC21804,7,9,8,21,42,92,304,406,213,1101,0,7,24,25,30,49,41,61,21,255,68,114,190,193,205,203,182,238,120,1504,896,2431,4006,4245,4876,3660,2887,2514,1030,26549
SSC21805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,8,3,7,18,3,0,37
SSC21806,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,9,3,7,7,14,14,9,14,3,0,68
SSC21807,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,14,22,9,0,8,69
SSC21808,3,0,0,0,0,3,9,7,3,23,0,0,0,0,0,0,0,0,0,0,3,0,4,4,7,6,5,0,3,35,13,19,32,63,57,74,58,17,13,338
SSC21809,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,8,4,3,0,0,25
SSC21810,0,0,0,0,3,0,0,5,5,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,6,0,0,20,8,3,20,57,40,67,47,15,5,262
SSC21811,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,22,3,16,23,25,32,22,15,10,0,140
SSC21812,0,0,0,0,3,7,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,9,10,3,0,29,15,16,22,52,67,85,58,15,0,318
SSC21813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,7,6,3,0,35
SSC21814,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,10,12,9,38,45,28,9,8,149
SSC21815,3,4,14,21,51,117,339,331,116,1002,0,3,17,10,19,42,56,65,24,234,36,76,136,120,136,140,149,128,134,1055,410,1255,2857,2762,2414,2113,1958,1149,490,15408
SSC21816,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,11,0,3,5,11,26,29,14,4,0,93
SSC21817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,7,21,8,15,24,19,3,0,98
SSC21818,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,3,5,14,18,23,35,24,5,0,113
SSC21819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,5,0,0,20
SSC21820,0,0,7,3,5,10,22,26,24,84,0,0,0,0,0,0,0,0,0,3,4,6,3,10,13,21,26,18,7,113,16,28,51,105,111,147,117,100,48,727
SSC21821,0,0,0,0,0,3,5,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,23,4,3,8,6,28,24,24,13,0,119
SSC21822,0,0,0,3,0,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,0,0,14,8,9,13,19,41,27,19,7,5,143
SSC21823,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,10,0,4,8,17,36,16,5,5,0,96
SSC21824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,7,20,13,3,3,55
SSC21825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,8
SSC21826,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,6,7,3,0,0,30
SSC21827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,9,8,12,12,3,0,0,42
SSC21828,0,0,0,0,0,4,12,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,0,17,0,11,14,20,27,39,33,10,4,161
SSC21829,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,3,7,7,4,3,0,34
SSC21830,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,5,13,12,24,20,23,8,8,0,108
SSC21831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC21832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,19,3,3,17,7,16,30,8,0,3,94
SSC21833,0,0,0,0,0,4,10,3,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,5,0,18,0,9,14,34,45,49,34,20,11,220
SSC21834,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11
SSC21835,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,5,15,15,28,28,4,0,93
SSC21836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,12,15,14,0,0,60
SSC21837,4,9,4,13,10,37,70,85,68,301,3,3,8,3,0,9,13,18,4,61,10,34,86,77,57,46,32,40,39,411,210,800,1836,1558,1330,1058,582,390,247,8005
SSC21838,0,0,7,0,3,8,17,24,9,73,0,0,0,0,0,0,0,0,0,3,3,4,8,0,0,8,10,4,8,48,16,40,76,79,114,141,119,75,28,680
SSC21839,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,17,4,4,5,11,23,35,44,8,0,142
SSC21840,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,7,5,7,8,34,22,21,3,0,109
SSC21841,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,8,9,12,3,0,0,44
