SA1_7DIGITCODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
2116342,31,0,0,0,0,0,0,30
2116343,0,0,0,0,0,0,0,0
2116344,10,0,0,0,0,0,0,10
2116401,80,5,0,0,0,0,0,88
2116402,72,0,3,0,0,0,0,77
2116403,36,3,0,0,0,0,0,40
2116404,63,3,0,0,0,0,0,68
2116405,63,0,3,0,0,0,0,66
2116406,61,3,0,0,0,0,0,65
2116407,79,3,5,0,0,0,0,87
2116408,27,0,0,0,0,0,0,27
2116409,40,4,3,0,0,0,0,48
2116410,61,0,0,3,0,0,0,67
2116411,63,4,0,0,0,0,0,65
2116412,90,5,0,0,0,0,0,95
2116413,57,3,0,0,0,0,0,60
2116414,56,4,0,0,0,0,0,63
2116415,65,7,0,0,0,0,0,66
2116416,74,0,0,0,0,0,0,80
2116417,76,0,0,0,0,0,0,82
2116418,51,0,0,0,0,0,0,57
2116419,65,4,3,0,0,0,0,73
2116420,70,0,0,0,0,0,0,71
2116421,38,6,0,0,3,0,0,41
2116422,46,3,0,0,0,0,0,50
2116423,55,0,0,0,0,0,3,63
2116424,43,3,0,0,0,0,0,48
2116425,67,3,0,0,0,0,0,73
2116426,69,0,0,0,0,0,0,70
2116427,90,0,5,0,0,0,0,99
2116428,62,3,0,0,0,0,0,66
2116429,73,3,0,3,0,0,0,85
2116430,55,8,0,0,0,0,0,62
2116431,90,0,0,0,0,0,0,89
2116432,54,0,0,0,0,0,0,56
2116433,40,4,0,0,0,0,0,48
2116434,40,0,0,0,0,0,0,46
2116435,41,0,0,0,0,0,0,40
2116436,62,0,0,0,0,0,0,68
2116437,35,0,0,0,0,0,0,40
2116501,62,6,0,0,0,0,0,69
2116502,53,4,0,0,0,0,0,56
2116503,52,0,0,0,0,0,0,52
2116504,41,0,0,0,0,0,0,41
2116505,42,0,0,0,0,0,0,42
2116506,39,0,0,0,0,0,0,38
2116507,29,0,0,0,0,0,0,31
2116508,23,0,0,0,0,0,0,24
2116509,23,3,0,0,0,0,0,32
2116510,27,0,0,0,0,0,0,33
2116511,18,0,0,0,0,0,0,20
2116512,39,0,0,0,0,0,0,38
2116513,34,0,0,0,0,0,0,35
2116514,40,0,0,0,0,0,0,46
2116515,51,3,0,0,0,0,0,55
2116516,20,0,0,0,0,0,0,19
2116517,61,3,3,0,0,0,0,67
2116518,39,0,0,0,0,0,0,41
2116520,32,0,0,0,0,0,0,35
2116521,62,0,0,0,0,0,0,63
2116522,49,3,0,0,0,0,0,52
2116523,48,3,0,0,0,0,0,51
2116524,38,4,3,0,0,0,0,41
2116525,0,0,0,0,0,0,0,0
2116526,11,4,0,0,0,0,0,14
2116527,32,0,0,0,0,0,0,31
2116528,15,0,0,0,0,0,0,17
2116529,44,0,0,0,0,0,0,42
2116601,64,0,0,0,0,0,0,71
2116602,40,0,0,0,0,0,0,41
2116603,56,4,0,0,0,0,0,57
2116604,66,5,3,0,0,0,0,74
2116605,62,3,3,0,0,0,0,68
2116606,32,0,3,0,0,0,0,35
2116607,39,3,0,0,0,0,0,37
2116608,39,0,0,0,0,0,0,47
2116609,28,0,0,0,0,0,0,31
2116610,30,0,3,0,0,0,0,27
2116611,33,0,0,0,0,0,0,35
2116612,30,0,0,0,0,0,0,30
2116613,40,0,0,0,0,0,0,41
2116614,78,4,0,0,0,0,0,82
2116615,44,0,0,0,0,0,0,43
2116616,28,0,3,0,0,0,0,29
2116617,67,0,0,0,0,0,0,70
2116618,20,0,0,0,0,0,0,25
2116619,38,0,0,0,0,0,0,46
2116620,71,0,0,3,0,0,0,73
2116621,79,3,0,0,0,0,0,86
2116622,41,3,0,0,0,0,0,42
2116623,29,0,0,0,0,0,0,27
2116624,57,4,0,0,0,0,0,60
2116625,40,0,0,0,0,0,0,43
2116626,47,0,0,0,0,0,0,46
2116627,60,4,0,0,0,0,0,67
2116701,51,3,0,0,0,0,0,58
2116702,64,3,4,0,0,0,0,73
2116703,54,3,0,0,0,0,0,61
2116704,57,0,0,0,0,0,0,57
2116705,76,3,0,0,0,0,0,78
2116706,57,7,0,0,0,0,0,60
2116707,81,3,0,0,0,0,0,80
2116708,64,3,0,0,0,0,0,70
2116709,53,0,0,0,0,0,0,53
2116710,73,0,0,0,0,0,0,77
2116711,35,3,0,0,0,0,0,36
2116712,52,0,3,0,0,0,0,58
2116713,50,3,0,0,0,0,0,57
2116714,57,0,0,0,0,0,0,65
2116715,71,6,0,0,0,0,0,80
2116716,95,4,0,0,0,0,0,101
2116717,78,4,0,0,0,0,0,83
2116718,36,0,3,0,0,0,0,48
2116719,61,4,0,0,0,0,0,65
2116720,30,0,0,0,0,0,0,31
2116721,32,4,0,0,0,0,0,35
2116722,52,3,4,0,0,0,0,55
2116723,77,0,0,0,0,0,0,79
2116801,0,0,0,0,0,0,0,0
2116802,52,0,0,0,0,0,0,59
2116803,44,7,0,0,0,0,0,46
2116804,61,3,0,0,0,0,0,63
2116805,58,3,3,0,0,0,0,60
2116806,76,3,3,0,0,0,0,78
2116807,57,3,0,0,0,0,0,63
2116808,75,10,0,0,0,0,0,85
2116809,82,9,3,0,0,0,0,91
2116810,70,3,3,0,0,0,3,85
2116811,40,0,0,0,0,0,0,41
2116812,35,0,0,0,0,0,0,35
2116813,70,5,0,0,0,0,0,78
2116814,71,3,0,0,0,0,0,72
2116815,65,0,3,0,0,0,0,69
2116816,38,0,0,0,0,0,0,41
2116817,72,4,0,0,0,0,0,76
2116818,64,0,0,0,0,0,0,68
2116819,85,7,0,0,0,0,0,91
2116820,74,3,0,0,0,0,0,84
2116821,59,0,0,0,0,0,0,60
2116822,45,0,0,0,0,0,0,43
2116823,75,4,0,3,0,0,0,77
2116824,81,3,0,0,0,0,0,83
2116825,47,3,3,0,0,0,0,53
2116826,86,3,0,0,0,0,0,89
2116827,40,3,0,0,0,0,0,47
2116828,61,4,0,0,0,0,0,71
2116829,52,0,3,0,0,0,0,57
2116830,47,0,0,0,0,0,0,47
2116831,48,0,0,0,0,0,0,51
2116832,34,6,0,0,0,0,0,42
2116901,44,0,3,0,0,0,0,49
2116902,62,3,0,0,0,0,0,62
2116903,59,3,4,0,0,0,0,68
2116904,57,0,3,0,0,0,0,62
2116905,39,4,0,0,0,0,0,45
2116906,35,3,0,0,0,0,0,35
2116907,65,0,0,0,0,0,0,69
2116908,36,3,0,0,0,0,0,37
2116909,51,0,0,0,0,0,0,52
2116910,69,7,0,0,0,0,0,78
2116911,44,5,0,0,0,0,0,49
2116912,57,0,0,0,0,0,0,55
2116913,51,5,0,0,0,0,0,55
2116914,51,3,0,0,0,0,0,56
2116915,44,0,0,0,0,0,0,40
2116916,27,0,0,0,0,0,0,27
2116917,55,3,0,0,0,0,0,62
2116918,29,0,0,0,0,0,0,29
2116919,34,0,0,0,0,0,0,39
2116920,34,0,0,0,0,0,0,40
2116921,36,4,0,0,0,0,0,42
2116922,43,0,0,0,0,0,0,38
2116923,58,9,0,0,0,0,0,66
2116924,84,4,0,0,0,0,0,89
2116925,71,3,0,0,0,0,0,73
2116926,36,0,0,0,0,0,0,42
2116927,18,0,0,0,0,0,0,18
2116928,55,3,0,0,0,0,0,59
2116929,64,4,0,0,0,0,0,67
2116930,89,3,0,0,0,0,0,94
2116931,70,5,0,0,0,0,0,81
2116932,48,4,0,0,0,0,0,52
2116933,72,3,3,0,0,0,0,83
2116934,59,3,0,0,0,0,0,60
2116935,61,3,0,0,0,0,0,62
2116936,52,5,0,0,0,0,0,59
2116937,46,4,3,0,0,0,0,55
2116938,66,3,4,0,0,0,0,72
2116939,42,0,0,0,0,0,0,44
2116940,48,3,0,0,0,0,0,48
2116941,93,3,3,0,0,0,0,96
2116942,45,0,0,0,0,0,0,45
2116943,56,5,0,0,0,0,0,61
2116944,54,5,0,0,0,0,0,62
2116945,37,0,0,0,0,0,0,39
2116946,31,0,3,0,0,0,0,35
2116947,56,0,0,0,0,0,0,52
2116948,61,3,0,0,0,0,0,68
2116949,40,4,3,0,0,0,0,48
2116950,40,0,0,0,0,0,0,46
2116951,54,4,0,0,0,0,0,52
2116952,32,0,0,0,0,0,0,36
2116953,47,3,0,0,0,0,0,50
2117001,76,5,0,0,0,0,0,76
2117002,44,0,0,0,0,0,0,48
2117003,28,0,0,0,0,0,0,27
2117004,37,3,0,0,0,0,0,42
2117005,24,3,3,0,0,0,0,27
2117006,78,4,0,0,0,0,0,88
2117007,38,0,0,0,0,0,0,38
2117008,39,4,0,0,0,0,0,44
2117009,51,3,3,0,0,0,0,58
2117010,61,0,0,0,0,0,0,59
2117011,60,0,0,0,0,0,0,60
2117012,71,0,0,0,0,0,0,73
2117013,37,3,0,0,0,0,0,44
2117014,66,0,0,0,0,0,0,66
2117015,66,3,3,0,0,0,0,69
2117016,57,5,0,0,0,0,0,61
2117017,66,4,0,0,0,0,0,69
2117018,49,0,3,0,0,0,0,55
2117019,51,3,3,0,0,0,0,50
2117020,62,0,0,0,0,0,0,67
2117021,72,4,0,0,0,0,0,80
2117022,59,10,3,3,0,0,0,73
2117023,77,5,0,0,0,0,0,82
2117024,32,0,0,0,0,0,0,27
2117025,62,3,0,0,0,0,0,66
2117026,80,4,0,3,0,0,0,87
2117027,57,4,0,0,0,0,0,65
2117028,70,0,0,0,0,0,0,74
2117029,63,3,0,0,0,0,0,65
2117030,21,0,0,0,0,0,0,23
2117031,54,3,3,0,0,0,0,63
2117032,66,3,3,0,0,0,0,72
2117033,101,0,3,0,0,0,0,108
2117034,70,3,0,0,0,0,0,68
2117035,49,3,0,0,0,0,0,52
2117036,62,0,0,0,0,0,0,67
2117037,55,8,0,0,0,0,0,61
2117038,63,3,0,0,0,0,0,60
2117101,74,0,0,0,0,0,0,82
2117102,54,3,3,0,0,0,0,63
2117103,53,0,3,0,0,0,0,56
2117104,41,3,0,0,0,0,0,42
2117105,76,5,0,0,0,0,0,82
2117106,88,0,3,0,0,0,0,90
2117107,79,5,0,0,0,0,0,79
2117108,64,5,6,0,0,0,0,77
2117109,64,3,0,0,0,0,0,69
2117110,78,4,4,3,0,0,0,88
2117111,62,0,0,0,0,0,0,63
2117112,58,3,6,0,0,0,0,65
2117113,41,6,0,0,0,0,0,49
2117114,46,3,0,0,0,0,0,56
2117115,76,4,0,0,0,0,0,87
2117116,69,3,0,0,0,0,0,67
2117117,77,3,0,0,0,0,0,84
2117118,57,3,0,0,0,0,0,59
2117119,76,5,4,0,0,0,0,80
2117120,36,0,0,0,0,0,0,34
2117121,33,3,0,0,0,0,0,40
2117122,40,0,0,0,0,0,0,39
2117123,45,3,0,0,0,0,0,50
2117201,81,4,0,0,0,0,0,82
2117202,49,8,0,0,0,0,0,51
2117203,63,3,0,0,0,0,0,65
2117204,82,9,0,0,0,0,0,88
2117205,60,3,3,0,0,0,0,66
2117206,69,0,0,0,0,0,0,70
2117207,70,3,0,0,0,0,0,78
2117208,65,0,0,0,0,0,0,71
2117209,73,3,0,0,0,0,0,74
2117210,61,4,0,0,0,0,0,63
2117211,82,3,0,0,0,0,0,89
2117212,80,4,0,0,0,0,0,82
2117213,58,3,0,0,0,0,0,60
2117214,49,5,3,0,0,0,0,61
2117215,52,0,3,0,0,0,0,57
2117216,48,6,0,0,0,0,0,53
2117217,62,3,0,0,0,0,0,65
2117218,48,0,0,0,0,0,0,49
2117219,58,3,7,0,0,0,0,72
2117220,30,0,0,0,0,0,0,29
2117221,45,3,0,0,0,0,0,45
2117222,85,6,0,0,0,0,0,92
2117223,63,3,0,0,0,0,0,69
2117224,47,3,3,0,0,0,0,56
2117225,80,9,0,0,0,0,0,87
2117226,86,0,3,0,0,0,0,93
2117227,64,3,0,0,0,0,0,67
2117228,110,3,3,0,0,0,0,114
2117229,83,4,0,0,0,0,0,89
2117230,95,0,0,0,0,0,0,97
2117231,62,0,0,0,0,0,0,58
2117232,49,3,0,0,0,0,0,50
2117233,32,0,0,0,0,0,0,31
2117234,44,0,0,0,0,0,0,49
2117235,32,4,0,0,0,0,0,32
2117236,58,8,0,0,0,0,0,65
2117237,28,3,0,0,0,0,0,28
2117238,43,9,0,0,0,0,0,48
2117301,56,3,3,0,0,0,0,59
2117302,65,3,0,0,0,0,0,67
2117303,95,8,0,0,0,0,0,103
2117304,53,0,0,0,0,0,0,49
2117305,45,0,0,0,0,0,4,50
2117306,72,3,0,0,0,0,0,84
2117307,58,3,0,0,0,0,0,64
2117308,54,3,0,0,0,0,0,62
2117309,67,5,0,0,0,0,0,74
2117310,76,0,0,0,0,0,0,80
2117311,37,0,0,0,0,0,0,41
2117312,56,3,3,0,0,0,0,57
2117313,67,0,0,0,0,0,0,68
2117314,78,3,0,0,0,0,0,78
2117315,62,0,0,0,0,0,0,62
2117316,67,3,0,0,0,0,0,73
2117317,56,0,0,0,0,0,0,58
2117318,42,4,3,0,0,0,0,45
2117319,30,0,0,0,0,0,0,28
2117320,31,4,0,0,0,0,0,36
2117321,38,0,0,0,0,0,0,40
2117322,44,3,0,0,0,0,0,46
2117323,44,0,0,0,0,0,0,41
2117324,75,3,5,0,0,0,0,85
2117325,49,3,0,0,0,0,0,51
2117326,76,5,7,0,0,0,0,84
2117327,43,0,0,0,0,0,0,43
2117328,53,4,0,0,0,0,0,56
2117329,67,3,0,0,0,0,0,70
2117330,71,3,0,0,0,0,0,74
2117331,58,0,0,0,0,0,0,60
2117332,83,3,0,0,0,0,0,93
2117333,59,3,0,0,0,0,3,64
2117334,33,0,0,0,0,0,0,32
2117335,59,5,0,0,0,0,0,66
2117336,62,0,0,0,0,0,0,60
2117401,77,3,0,0,0,0,0,82
2117402,69,3,0,0,0,0,0,72
2117403,56,0,0,0,0,0,0,61
2117404,59,0,0,0,0,0,0,58
2117405,88,3,3,0,0,0,0,100
2117406,55,0,0,0,0,0,0,59
2117407,43,3,0,0,0,0,0,54
2117408,56,3,4,0,0,0,0,59
2117409,57,7,0,0,0,0,0,66
2117410,66,3,0,0,0,0,0,76
2117411,76,0,0,0,0,0,0,82
2117412,72,7,4,0,0,0,0,81
2117413,51,3,0,0,0,0,3,55
2117414,100,3,3,0,0,0,0,112
2117415,47,0,0,0,0,0,0,51
2117416,39,0,0,0,0,0,0,41
2117417,75,5,0,0,0,0,0,78
2117418,42,3,0,0,0,0,0,49
2117419,69,4,0,0,0,0,0,74
2117420,79,3,0,0,0,0,0,86
2117421,66,3,3,0,0,0,0,74
2117422,65,6,0,0,0,0,0,72
2117423,79,4,0,0,0,0,0,87
2117424,55,3,0,0,0,0,0,62
2117425,35,0,4,0,0,0,0,42
2117426,56,3,0,0,0,0,0,56
2117427,53,3,3,0,0,0,0,56
2117428,60,4,0,0,0,0,0,65
2117429,72,0,0,0,0,0,0,71
2117430,88,0,0,0,0,0,0,93
2117431,30,4,0,0,0,0,0,29
2117432,38,3,0,0,0,0,0,40
2117433,41,0,0,0,0,0,0,47
2117434,42,4,0,0,0,0,0,41
2117435,69,3,0,0,0,0,0,75
2117436,44,0,0,0,0,0,0,46
2117437,42,3,0,3,0,0,0,55
2117438,48,3,0,0,0,0,0,45
2117439,70,4,0,0,0,0,0,78
2117440,64,0,0,0,0,0,0,68
2117441,56,6,3,0,0,0,0,62
2117442,39,3,0,0,0,0,0,42
2117443,62,0,0,0,0,0,0,64
2117444,54,0,0,0,0,0,0,54
2117445,75,3,0,0,0,0,0,83
2117446,58,0,0,0,0,0,0,61
2117447,64,0,0,0,0,0,0,69
2117448,52,0,0,0,0,0,0,47
2117449,0,0,0,0,0,0,0,0
2117450,64,4,0,0,0,0,0,67
2117451,55,3,4,0,0,0,0,57
2117452,50,7,0,0,0,0,0,62
2117601,47,4,0,0,0,0,3,52
2117602,79,0,4,3,0,0,0,87
2117603,52,0,0,0,0,0,0,59
2117604,37,3,0,0,0,0,0,42
2117605,63,0,0,0,0,0,0,66
2117606,37,0,0,0,0,0,0,36
2117607,56,7,0,0,0,0,0,63
2117608,87,3,0,0,0,0,0,87
2117609,45,0,0,0,0,0,0,47
2117610,44,0,0,0,0,0,0,45
2117611,40,0,0,0,0,0,0,43
2117612,46,0,0,0,0,0,0,43
2117613,44,0,0,0,0,0,0,50
2117614,44,4,0,0,0,0,0,49
2117615,75,5,0,3,0,0,0,82
2117616,72,3,0,0,0,0,0,75
2117617,28,3,0,0,0,0,0,31
2117618,33,3,0,0,0,0,0,32
2117619,43,0,0,0,0,0,0,48
2117620,37,0,0,0,0,0,0,37
2117621,48,3,0,0,0,0,0,48
2117622,59,3,0,3,0,0,0,69
2117623,45,0,0,0,0,0,0,49
2117624,48,0,0,0,0,0,0,45
2117625,67,4,0,0,0,0,0,72
2117626,28,0,0,0,0,0,0,30
2117627,49,0,0,0,0,0,0,52
2117628,42,0,3,0,0,0,0,50
2117629,33,0,0,0,0,0,0,37
2117630,63,3,3,0,0,0,0,62
2117631,64,6,0,0,0,0,0,67
2117632,42,0,3,0,0,0,0,42
2117633,59,0,0,0,0,0,0,68
2117634,43,0,0,0,0,0,0,40
2117635,41,0,0,0,0,0,0,41
2117636,47,0,0,0,0,0,0,45
2117637,30,0,0,0,0,0,0,30
2117638,35,0,0,0,0,0,0,36
2117639,29,0,0,0,0,0,0,33
2117701,15,0,0,3,0,0,0,17
2117702,50,3,0,0,0,0,0,56
2117703,48,0,0,0,0,0,0,48
2117704,32,0,0,0,0,0,0,32
2117705,32,3,0,0,0,0,0,33
2117706,22,3,0,0,0,0,0,25
2117707,65,0,0,0,0,0,0,65
2117708,44,3,0,0,0,0,0,48
2117709,27,3,0,0,0,0,0,26
2117710,37,3,0,0,0,0,0,46
2117711,43,0,4,0,0,0,0,45
2117712,56,0,0,0,0,0,0,56
2117713,47,0,0,0,0,0,0,46
2117714,37,0,0,0,0,0,0,36
2117715,15,0,0,0,0,0,0,25
2117716,22,0,0,0,0,0,0,22
2117717,42,0,0,0,0,0,0,41
2117718,31,0,0,3,0,0,0,34
2117719,26,0,0,0,0,0,0,31
2117720,24,0,0,0,0,0,0,23
2117721,24,0,0,0,0,0,0,24
2117722,34,0,0,0,0,0,0,34
2117723,38,0,0,0,0,0,0,38
2117724,35,0,0,0,0,0,0,34
2117725,31,3,0,0,0,0,0,39
2117726,35,0,0,0,0,0,0,42
2117727,29,0,0,0,0,0,0,31
2117728,59,6,0,0,0,0,0,65
2117729,31,8,0,0,0,0,0,31
2117730,41,3,0,0,0,0,0,45
2117731,35,0,0,0,0,0,0,39
2117732,24,3,0,0,0,0,0,32
2117733,35,4,0,0,0,0,0,40
2117734,30,3,0,0,0,0,0,36
2117735,46,4,0,0,0,0,0,47
2117736,48,4,0,0,0,0,0,51
2117737,46,0,0,0,0,0,0,46
2117738,47,0,0,0,0,0,0,49
2117739,39,0,0,0,0,0,0,40
2117740,80,5,0,0,0,0,0,83
2117741,39,0,0,0,0,0,0,41
2117742,82,3,0,4,0,0,0,88
2117743,54,0,0,0,0,0,0,52
2117744,25,0,0,0,0,0,0,25
2117745,88,3,0,0,0,0,0,95
2117746,55,0,0,0,0,0,0,60
2117747,35,0,0,0,0,0,0,34
2117748,49,0,0,0,0,0,0,46
2117749,58,3,0,0,0,0,0,64
2117750,37,0,0,0,0,0,0,38
2117751,25,0,3,0,0,0,0,29
2117752,80,5,0,0,0,0,0,88
2117753,46,0,0,0,0,0,0,46
2117754,40,0,0,0,0,0,0,40
2117755,14,0,0,0,0,0,0,19
2117801,40,0,0,0,0,0,0,41
2117802,29,3,0,0,0,0,0,33
2117803,63,3,0,0,0,0,0,64
2117804,63,9,0,0,0,0,0,71
2117805,59,3,0,0,0,0,0,67
2117806,39,4,0,0,0,0,0,42
2117807,31,0,4,0,0,0,0,37
2117808,37,4,0,0,0,0,0,40
2117809,41,0,0,0,0,0,0,41
2117810,35,0,0,0,0,0,0,37
2117811,44,3,0,0,0,0,0,46
2117812,44,0,0,0,0,0,0,49
2117813,47,3,0,0,0,0,0,50
2117814,40,0,0,0,0,0,0,43
2117815,81,3,0,0,0,0,0,82
2117816,42,0,0,0,0,0,0,44
2117817,58,3,0,0,0,0,0,63
2117818,54,0,0,0,0,0,0,53
2117819,37,4,0,0,0,0,0,40
2117820,55,4,0,0,0,0,0,58
2117821,38,3,0,0,0,0,0,43
2117822,39,5,0,0,0,0,0,41
2117823,43,0,4,0,0,0,0,44
2117824,36,3,0,0,0,0,0,41
2117825,33,0,0,0,0,0,0,37
2117826,58,4,0,0,0,0,0,66
2117827,64,4,3,0,0,0,0,73
2117828,61,0,0,0,0,0,0,65
2117829,86,6,0,0,0,0,0,95
2117830,30,0,0,0,0,0,0,32
2117831,77,0,0,0,0,0,0,81
2117832,39,3,0,0,0,0,0,44
2117833,68,3,3,0,0,0,0,77
2117834,60,6,0,0,0,0,0,67
2117835,80,3,0,0,0,0,0,81
2117836,47,0,0,0,0,0,0,52
2117837,49,3,0,0,0,0,0,47
2117838,57,3,0,0,0,0,0,58
2117839,70,0,0,0,0,0,0,71
2117840,55,3,0,0,0,0,0,54
2117841,22,0,0,0,0,0,0,22
2117842,36,3,3,0,0,0,0,38
2117843,25,0,0,0,0,0,0,25
2117901,55,0,0,0,0,0,0,61
2117902,39,0,0,0,0,0,0,39
2117903,39,0,0,0,0,0,0,39
2117904,56,3,0,0,0,0,0,57
2117905,54,0,0,0,0,0,0,54
2117906,75,0,0,0,0,0,0,75
2117907,31,0,0,0,0,0,0,33
2117908,61,9,0,0,0,0,0,66
2117909,60,3,0,0,0,0,0,65
2117910,45,0,3,0,0,0,0,48
2117911,53,4,0,0,0,0,0,56
2117912,27,3,0,0,0,0,0,34
2117913,46,3,0,0,0,0,0,54
2117914,62,0,0,0,0,0,0,61
2117915,71,6,0,0,0,0,0,86
2117916,69,3,0,0,0,0,0,73
2117917,29,3,0,0,0,0,0,38
2117918,33,0,0,0,0,0,0,30
2117919,27,0,0,0,0,0,0,31
2117920,30,0,0,0,0,0,0,35
2117921,11,4,0,0,0,0,0,13
2117922,25,0,0,0,0,0,0,23
2117923,27,3,0,0,0,0,0,28
2117924,28,3,0,0,0,0,0,24
2117925,51,0,0,0,0,0,0,56
2117926,50,3,5,0,0,0,0,55
2117927,52,3,3,0,0,0,0,58
2117928,37,0,0,0,0,0,0,37
2118001,46,3,0,0,0,0,0,46
2118002,31,0,0,0,0,0,0,28
2118003,45,0,0,0,0,0,0,50
2118004,69,3,0,0,0,0,0,76
2118005,48,0,0,0,0,0,0,54
2118006,40,0,0,0,0,0,0,41
2118007,67,3,0,0,0,0,0,66
2118008,46,0,0,0,0,0,0,46
2118009,51,4,3,0,0,0,0,54
2118010,62,4,0,0,0,0,0,69
2118011,45,0,0,0,0,0,0,46
2118012,67,3,0,0,0,0,0,68
2118013,95,7,0,0,0,0,0,97
2118014,85,7,0,0,0,0,0,94
2118015,43,0,0,0,0,0,0,43
2118016,62,0,0,3,0,0,0,64
2118017,28,0,0,0,0,0,0,28
2118101,107,7,0,0,0,0,0,113
2118102,61,7,0,0,0,0,0,66
2118103,55,0,0,0,0,0,0,55
2118104,59,0,0,0,0,0,0,65
2118105,42,0,0,0,0,0,0,41
2118106,87,6,0,0,0,0,0,91
2118107,44,0,0,0,0,0,0,40
2118108,29,0,0,0,0,0,0,29
2118109,35,0,3,0,0,0,0,33
2118110,66,3,0,0,0,0,0,72
2118111,81,0,0,0,0,0,0,81
2118112,57,3,0,0,0,0,0,59
2118113,71,0,0,0,0,0,0,75
2118114,56,4,0,0,0,0,0,55
2118115,53,3,0,0,0,0,0,55
2118116,48,0,0,0,0,0,0,51
2118117,42,0,0,0,0,0,0,41
2118118,75,0,0,0,0,0,0,75
2118119,48,3,0,0,0,0,0,53
2118120,31,0,0,0,0,0,0,32
2118201,82,3,0,0,0,0,0,84
2118202,48,3,0,0,0,0,0,52
2118203,64,0,0,0,0,0,0,65
2118204,69,0,0,0,0,0,0,77
2118205,22,0,0,0,0,0,0,22
2118206,35,0,0,0,0,0,0,35
2118207,68,0,0,0,0,0,0,69
2118208,51,4,0,0,0,0,0,58
2118209,33,0,0,0,0,0,0,37
2118210,37,0,0,0,0,0,0,44
2118211,33,0,0,0,0,0,0,38
2118212,42,3,0,0,0,0,0,45
2118213,61,0,0,0,0,0,0,60
2118214,47,3,0,0,0,0,0,52
2118215,63,4,0,0,0,0,0,70
2118216,37,0,0,0,0,0,0,40
2118217,35,3,0,0,0,0,0,38
2118218,35,0,0,0,0,0,0,34
2118219,83,0,0,0,0,0,0,85
2118220,93,3,0,0,0,0,0,103
2118221,75,3,0,0,0,0,0,82
2118222,61,0,0,0,0,0,0,62
2118223,59,0,0,0,0,0,0,59
2118224,103,3,0,0,0,0,0,108
2118225,101,7,0,0,0,0,0,105
2118226,105,4,0,0,0,0,0,108
2118227,34,0,0,0,0,0,0,43
2118301,48,7,0,0,0,0,0,49
2118302,59,4,0,0,0,0,0,61
2118303,39,0,0,0,0,0,0,41
2118304,99,3,0,0,0,0,0,103
2118307,63,6,3,0,0,0,0,70
2118308,45,3,0,0,0,0,0,46
2118309,36,3,0,0,0,0,0,40
2118310,84,3,0,0,0,0,0,90
2118311,70,3,0,0,0,0,0,82
2118312,103,0,3,0,0,0,0,109
2118313,76,0,0,0,0,0,0,85
2118315,77,8,3,0,0,0,0,91
2118316,0,0,0,0,0,0,0,0
2118317,0,0,0,0,0,0,0,0
2118318,56,3,3,0,0,0,0,61
2118319,105,6,3,0,0,0,0,116
2118320,0,0,0,0,0,0,0,0
2118321,84,3,0,0,0,0,0,89
2118322,86,3,0,0,0,0,0,96
2118323,43,0,0,3,0,0,0,46
2118324,0,0,0,0,0,0,0,0
2118325,110,5,4,0,0,0,0,120
2118326,76,8,0,0,0,0,0,87
2118327,82,0,0,0,0,0,0,84
2118401,3,0,0,0,0,0,0,3
2118501,29,6,0,0,0,0,0,40
2118502,28,3,3,0,0,0,0,30
2118503,35,0,0,0,0,0,0,38
2118504,61,0,4,0,0,0,0,66
2118505,22,6,3,0,0,0,0,32
2118506,61,3,0,0,0,0,0,68
2118507,45,5,0,0,0,0,0,54
2118508,60,7,3,0,0,0,0,73
2118509,73,8,4,0,0,0,0,80
2118510,50,8,0,0,0,0,0,57
2118511,32,3,0,0,0,0,0,40
2118512,37,4,0,0,0,0,0,40
2118513,31,4,0,0,0,0,0,32
2118514,16,4,0,0,0,0,0,19
2118515,55,0,0,0,0,0,0,62
2118516,92,3,3,0,0,0,0,91
2118517,60,6,4,0,0,0,0,74
2118518,50,3,0,0,0,0,0,55
2118519,0,0,0,0,0,0,0,0
2118520,66,0,3,0,0,0,0,76
2118521,24,5,3,3,0,0,0,33
2118522,29,0,0,0,0,0,0,29
2118523,17,5,0,0,0,0,0,24
2118524,49,3,0,0,0,0,0,49
2118525,33,7,0,0,0,0,0,40
2118526,26,3,3,0,0,0,0,36
2118527,47,3,0,0,0,0,0,59
2118528,0,0,0,0,0,0,0,0
2118529,47,3,3,0,0,0,0,53
2118530,41,0,0,0,0,0,0,43
2118601,38,7,0,0,0,0,0,43
2118602,0,0,0,0,0,0,0,0
2118603,63,4,3,0,0,0,0,72
2118604,62,5,3,0,0,0,0,76
2118605,38,0,0,0,0,0,0,36
2118606,54,0,0,0,0,0,0,55
2118607,38,3,3,0,0,0,0,40
2118608,38,0,0,0,0,0,0,42
2118609,26,0,0,0,0,0,0,26
2118610,37,5,0,0,0,0,0,50
2118611,32,0,0,0,0,0,0,36
2118612,42,0,3,0,0,0,0,47
2118613,33,5,0,0,0,0,0,44
2118614,36,3,0,0,0,0,0,42
2118615,22,0,0,0,0,0,0,24
2118616,42,10,0,0,0,0,0,52
2118617,46,6,3,0,0,0,0,59
